country,code,year,emission,flag
Europe,,1803,0.14800158,True
Europe,,1804,0.15834765,True
Europe,,1805,0.15495482,True
Europe,,1806,0.16148834,True
Europe,,1807,0.17784221,True
Europe,,1808,0.17342553,True
Europe,,1809,0.17662488,True
Europe,,1810,0.19075261,True
Europe,,1811,0.192589,True
Europe,,1812,0.1939764,True
Europe,,1813,0.19398937,True
Europe,,1814,0.19689113,True
Europe,,1815,0.20127033,True
Europe,,1816,0.20793739,True
Europe,,1817,0.22302161,True
Europe,,1818,0.23012555,True
Europe,,1819,0.22588727,True
Europe,,1820,0.22237076,True
Europe,,1821,0.22647488,True
Europe,,1822,0.23298426,True
Europe,,1823,0.24110673,True
Europe,,1824,0.2439491,True
Europe,,1825,0.25490394,True
Europe,,1826,0.2547321,True
Europe,,1827,0.2703259,True
Europe,,1828,0.27133128,True
Europe,,1829,0.26664096,True
Europe,,1830,0.35617417,True
Europe,,1831,0.3292742,True
Europe,,1832,0.31890324,True
Europe,,1833,0.31905016,True
Europe,,1834,0.3390694,True
Europe,,1835,0.36678123,True
Europe,,1836,0.39945665,True
Europe,,1837,0.3914143,True
Europe,,1838,0.38807026,True
Europe,,1839,0.39788458,True
Europe,,1840,0.42845514,True
Europe,,1841,0.4369793,True
Europe,,1842,0.4586582,True
Europe,,1843,0.4640028,True
Europe,,1844,0.49102497,True
Europe,,1845,0.529346,True
Europe,,1846,0.5300987,True
Europe,,1847,0.56591445,True
Europe,,1848,0.5665373,True
Europe,,1849,0.59869826,True
Europe,,1850,0.63141084,True
Europe,,1851,0.61719257,True
Europe,,1852,0.6365532,True
Europe,,1853,0.6545445,True
Europe,,1854,0.77187663,True
Europe,,1855,0.7669065,True
Europe,,1856,0.8144841,True
Europe,,1857,0.8146005,True
Europe,,1858,0.82024896,True
Europe,,1859,0.8592525,True
Europe,,1860,0.9445054,True
Europe,,1861,1.0002671,True
Europe,,1862,1.0084397,True
Europe,,1863,1.0544885,True
Europe,,1864,1.1298357,True
Europe,,1865,1.2014315,True
Europe,,1866,1.2327118,True
Europe,,1867,1.2821466,True
Europe,,1868,1.2868906,True
Europe,,1869,1.33787,True
Europe,,1870,1.3468951,True
Europe,,1871,1.424868,True
Europe,,1872,1.5271455,True
Europe,,1873,1.5945318,True
Europe,,1874,1.4672133,True
Europe,,1875,1.6062738,True
Europe,,1876,1.6309627,True
Europe,,1877,1.6146747,True
Europe,,1878,1.6190804,True
Europe,,1879,1.6583041,True
Europe,,1880,1.8508561,True
Europe,,1881,1.885325,True
Europe,,1882,1.9344652,True
Europe,,1883,2.0283203,True
Europe,,1884,1.9996406,True
Europe,,1885,1.9910839,True
Europe,,1886,1.9737229,True
Europe,,1887,2.0329933,True
Europe,,1888,2.1371064,True
Europe,,1889,2.2200224,True
Europe,,1890,2.303845,True
Europe,,1891,2.3660555,True
Europe,,1892,2.3109128,True
Europe,,1893,2.2283351,True
Europe,,1894,2.398939,True
Europe,,1895,2.4426394,True
Europe,,1896,2.5333107,True
Europe,,1897,2.6373253,True
Europe,,1898,2.6993966,True
Europe,,1899,2.8513927,True
Europe,,1900,2.9655674,True
Europe,,1901,2.9146569,True
Europe,,1902,2.8915663,True
Europe,,1903,2.9839392,True
Europe,,1904,3.013114,True
Europe,,1905,3.074459,True
Europe,,1906,3.1449082,True
Europe,,1907,3.4536898,True
Europe,,1908,3.4792924,True
Europe,,1909,3.4568179,True
Europe,,1910,3.4797938,True
Europe,,1911,3.5426965,True
Europe,,1912,3.6603737,True
Europe,,1913,3.9528024,True
Europe,,1914,3.5111392,True
Europe,,1915,3.3219504,True
Europe,,1916,3.4656851,True
Europe,,1917,3.395991,True
Europe,,1918,3.0801575,True
Europe,,1919,2.6066062,True
Europe,,1920,3.0318897,True
Europe,,1921,2.7584147,True
Europe,,1922,3.0515053,True
Europe,,1923,2.894698,True
Europe,,1924,3.3144479,True
Europe,,1925,3.2563777,True
Europe,,1926,2.7801533,True
Europe,,1927,3.5135024,True
Europe,,1928,3.505239,True
Europe,,1929,3.775398,True
Europe,,1930,3.5500624,True
Europe,,1931,3.2905476,True
Europe,,1932,3.0383942,True
Europe,,1933,3.108524,True
Europe,,1934,3.3780234,True
Europe,,1935,3.5210779,True
Europe,,1936,3.712124,True
Europe,,1937,3.9983416,True
Europe,,1938,3.9890525,True
Europe,,1939,4.050125,True
Europe,,1940,4.2869287,True
Europe,,1941,4.1136103,True
Europe,,1942,3.8070135,True
Europe,,1943,3.8247538,True
Europe,,1944,3.6188488,True
Europe,,1945,2.3628044,True
Europe,,1946,3.1304212,True
Europe,,1947,3.5773764,True
Europe,,1948,3.8419907,True
Europe,,1949,4.1536,True
Europe,,1950,4.3400364,True
Europe,,1951,4.746631,True
Europe,,1952,4.8543377,True
Europe,,1953,4.9456,True
Europe,,1954,5.210114,True
Europe,,1955,5.616395,True
Europe,,1956,5.924955,True
Europe,,1957,6.115881,True
Europe,,1958,6.1143365,True
Europe,,1959,6.1868095,True
Europe,,1960,6.5408187,True
Europe,,1961,6.712825,True
Europe,,1962,7.0154433,True
Europe,,1963,7.387965,True
Europe,,1964,7.6878924,True
Europe,,1965,7.848488,True
Europe,,1966,8.055208,True
Europe,,1967,8.173356,True
Europe,,1968,8.494724,True
Europe,,1969,8.89516,True
Europe,,1970,9.271709,True
Europe,,1971,9.56214,True
Europe,,1972,9.840299,True
Europe,,1973,10.214121,True
Europe,,1974,10.181591,True
Europe,,1975,10.186608,True
Europe,,1976,10.686069,True
Europe,,1977,10.714617,True
Europe,,1978,11.000601,True
Europe,,1979,11.207606,True
Europe,,1980,11.156324,True
Europe,,1981,10.699782,True
Europe,,1982,10.57049,True
Europe,,1983,10.537113,True
Europe,,1984,10.566881,True
Europe,,1985,10.982838,True
Europe,,1986,10.955721,True
Europe,,1987,10.935495,True
Europe,,1988,10.946282,True
Europe,,1989,10.851037,True
Europe,,1990,11.092867,True
Europe,,1991,10.644728,True
Europe,,1992,9.746388,True
Europe,,1993,9.342066,True
Europe,,1994,8.837128,True
Europe,,1995,8.799638,True
Europe,,1996,8.865777,True
Europe,,1997,8.583517,True
Europe,,1998,8.553367,True
Europe,,1999,8.446814,True
Europe,,2000,8.444422,True
Europe,,2001,8.617113,True
Europe,,2002,8.5623665,True
Europe,,2003,8.74042,True
Europe,,2004,8.769858,True
Europe,,2005,8.764364,True
Europe,,2006,8.903574,True
Europe,,2007,8.812328,True
Europe,,2008,8.700884,True
Europe,,2009,7.988093,True
Europe,,2010,8.277579,True
Europe,,2011,8.167274,True
Europe,,2012,8.092183,True
Europe,,2013,7.869283,True
Europe,,2014,7.546853,True
Europe,,2015,7.537837,True
Europe,,2016,7.5005445,True
Europe,,2017,7.531351,True
Europe,,2018,7.4945617,True
Europe,,2019,7.24503,True
Europe,,2020,6.6975875,True
Europe,,2021,7.0761137,True
Europe,,2022,6.991089,True
Europe,,2023,6.688086,True
North America,,1790,0.00023660681,True
North America,,1800,0.017906494,True
North America,,1801,0.018690445,True
North America,,1802,0.01989458,True
North America,,1803,0.020074496,True
North America,,1804,0.02216836,True
North America,,1805,0.022290347,True
North America,,1806,0.021465817,True
North America,,1807,0.023872076,True
North America,,1808,0.024383908,True
North America,,1809,0.024646167,True
North America,,1810,0.024993857,True
North America,,1811,0.026250409,True
North America,,1812,0.02780726,True
North America,,1813,0.029262545,True
North America,,1814,0.030839905,True
North America,,1815,0.032332525,True
North America,,1816,0.034892946,True
North America,,1817,0.036947973,True
North America,,1818,0.03925944,True
North America,,1819,0.03754317,True
North America,,1820,0.038160235,True
North America,,1821,0.039216816,True
North America,,1822,0.040193643,True
North America,,1823,0.041189134,True
North America,,1824,0.045550894,True
North America,,1825,0.05005761,True
North America,,1826,0.056906432,True
North America,,1827,0.061460372,True
North America,,1828,0.06642322,True
North America,,1829,0.073394075,True
North America,,1830,0.08362567,True
North America,,1831,0.08897267,True
North America,,1832,0.116362855,True
North America,,1833,0.13301432,True
North America,,1834,0.12491159,True
North America,,1835,0.15617768,True
North America,,1836,0.16763563,True
North America,,1837,0.18413039,True
North America,,1838,0.17098258,True
North America,,1839,0.18355195,True
North America,,1840,0.19095269,True
North America,,1841,0.19766374,True
North America,,1842,0.21507406,True
North America,,1843,0.23570313,True
North America,,1844,0.27600986,True
North America,,1845,0.3244979,True
North America,,1846,0.3600632,True
North America,,1847,0.41689628,True
North America,,1848,0.4534168,True
North America,,1849,0.48056248,True
North America,,1850,0.5092744,True
North America,,1851,0.6188479,True
North America,,1852,0.65726495,True
North America,,1853,0.7222555,True
North America,,1854,0.7750555,True
North America,,1855,0.87044394,True
North America,,1856,0.9001846,True
North America,,1857,0.9005075,True
North America,,1858,0.89170873,True
North America,,1859,0.94741327,True
North America,,1860,0.97010434,True
North America,,1861,0.92081124,True
North America,,1862,0.9435757,True
North America,,1863,1.0660269,True
North America,,1864,1.126579,True
North America,,1865,1.11321,True
North America,,1866,1.1056702,True
North America,,1867,1.3354559,True
North America,,1868,1.4658017,True
North America,,1869,1.6312027,True
North America,,1870,1.6921569,True
North America,,1871,1.7429851,True
North America,,1872,2.090394,True
North America,,1873,2.2577796,True
North America,,1874,2.1340368,True
North America,,1875,2.1197355,True
North America,,1876,2.0338266,True
North America,,1877,2.2098958,True
North America,,1878,2.1208503,True
North America,,1879,2.5323753,True
North America,,1880,2.8470538,True
North America,,1881,2.9554796,True
North America,,1882,3.2519126,True
North America,,1883,3.443847,True
North America,,1884,3.5700428,True
North America,,1885,3.5557172,True
North America,,1886,3.6846654,True
North America,,1887,3.8751552,True
North America,,1888,4.634545,True
North America,,1889,4.077665,True
North America,,1890,4.778906,True
North America,,1891,5.013491,True
North America,,1892,5.192324,True
North America,,1893,5.1548834,True
North America,,1894,4.7534285,True
North America,,1895,5.2484255,True
North America,,1896,5.1832347,True
North America,,1897,5.3045416,True
North America,,1898,5.683655,True
North America,,1899,6.4241004,True
North America,,1900,6.690114,True
North America,,1901,7.1753335,True
North America,,1902,7.4736357,True
North America,,1903,8.568333,True
North America,,1904,8.353447,True
North America,,1905,9.157853,True
North America,,1906,9.44296,True
North America,,1907,10.804934,True
North America,,1908,9.340687,True
North America,,1909,10.100935,True
North America,,1910,10.854687,True
North America,,1911,10.69575,True
North America,,1912,11.279561,True
North America,,1913,12.024182,True
North America,,1914,10.810878,True
North America,,1915,11.025595,True
North America,,1916,12.159737,True
North America,,1917,13.2654295,True
North America,,1918,13.719123,True
North America,,1919,11.558787,True
North America,,1920,13.555522,True
North America,,1921,11.211843,True
North America,,1922,11.019869,True
North America,,1923,14.071137,True
North America,,1924,12.396916,True
North America,,1925,12.520027,True
North America,,1926,13.276099,True
North America,,1927,12.7687435,True
North America,,1928,12.341001,True
North America,,1929,13.013824,True
North America,,1930,11.463742,True
North America,,1931,9.612037,True
North America,,1932,8.109149,True
North America,,1933,8.583557,True
North America,,1934,9.09275,True
North America,,1935,9.345112,True
North America,,1936,10.587172,True
North America,,1937,11.00871,True
North America,,1938,9.288044,True
North America,,1939,10.104448,True
North America,,1940,11.191834,True
North America,,1941,12.014413,True
North America,,1942,12.702232,True
North America,,1943,12.911896,True
North America,,1944,13.608128,True
North America,,1945,12.901245,True
North America,,1946,12.218642,True
North America,,1947,13.183822,True
North America,,1948,13.504565,True
North America,,1949,11.205984,True
North America,,1950,12.471011,True
North America,,1951,12.680534,True
North America,,1952,12.1362295,True
North America,,1953,12.190471,True
North America,,1954,11.48483,True
North America,,1955,12.297914,True
North America,,1956,12.706579,True
North America,,1957,12.379092,True
North America,,1958,11.826562,True
North America,,1959,11.947717,True
North America,,1960,11.98513,True
North America,,1961,11.723452,True
North America,,1962,11.9365015,True
North America,,1963,12.17241,True
North America,,1964,12.559196,True
North America,,1965,12.837276,True
North America,,1966,13.227028,True
North America,,1967,13.563191,True
North America,,1968,13.866929,True
North America,,1969,14.31865,True
North America,,1970,15.20638,True
North America,,1971,15.109615,True
North America,,1972,15.612559,True
North America,,1973,16.0812,True
North America,,1974,15.419613,True
North America,,1975,14.843017,True
North America,,1976,15.510222,True
North America,,1977,15.736182,True
North America,,1978,15.758348,True
North America,,1979,15.85819,True
North America,,1980,15.173952,True
North America,,1981,14.632073,True
North America,,1982,13.825196,True
North America,,1983,13.482676,True
North America,,1984,13.962827,True
North America,,1985,13.789112,True
North America,,1986,13.573925,True
North America,,1987,13.908302,True
North America,,1988,14.335668,True
North America,,1989,14.418974,True
North America,,1990,14.1557665,True
North America,,1991,13.824609,True
North America,,1992,13.916856,True
North America,,1993,13.962886,True
North America,,1994,14.055631,True
North America,,1995,14.010028,True
North America,,1996,14.318353,True
North America,,1997,14.39921,True
North America,,1998,14.382261,True
North America,,1999,14.414846,True
North America,,2000,14.75841,True
North America,,2001,14.4046755,True
North America,,2002,14.345273,True
North America,,2003,14.413007,True
North America,,2004,14.451712,True
North America,,2005,14.3836,True
North America,,2006,14.101607,True
North America,,2007,14.141392,True
North America,,2008,13.537206,True
North America,,2009,12.478563,True
North America,,2010,12.736301,True
North America,,2011,12.417495,True
North America,,2012,11.948846,True
North America,,2013,12.064964,True
North America,,2014,12.008226,True
North America,,2015,11.624476,True
North America,,2016,11.272367,True
North America,,2017,11.078622,True
North America,,2018,11.282626,True
North America,,2019,11.00406,True
North America,,2020,9.80894,True
North America,,2021,10.378813,True
North America,,2022,10.442552,True
North America,,2023,10.128122,True
Oceania,,1750,0.0,True
Oceania,,1760,0.0,True
Oceania,,1770,0.0,True
Oceania,,1780,0.0,True
Oceania,,1790,0.0,True
Oceania,,1800,0.0,True
Oceania,,1801,0.0,True
Oceania,,1802,0.0,True
Oceania,,1803,0.0,True
Oceania,,1804,0.0,True
Oceania,,1805,0.00015933833,True
Oceania,,1806,0.0004461631,True
Oceania,,1807,0.00042435058,True
Oceania,,1808,0.0005305537,True
Oceania,,1809,0.00084793137,True
Oceania,,1810,0.00082576927,True
Oceania,,1811,0.0014794975,True
Oceania,,1812,0.0014770633,True
Oceania,,1813,0.0018952437,True
Oceania,,1814,0.0023046676,True
Oceania,,1815,0.001834278,True
Oceania,,1816,0.001515951,True
Oceania,,1817,0.0013553773,True
Oceania,,1818,0.0012476186,True
Oceania,,1819,0.0023331456,True
Oceania,,1820,0.0039380146,True
Oceania,,1821,0.0020656504,True
Oceania,,1822,0.002578651,True
Oceania,,1823,0.003091105,True
Oceania,,1824,0.003088322,True
Oceania,,1825,0.0018761529,True
Oceania,,1826,0.0041537895,True
Oceania,,1827,0.0038510903,True
Oceania,,1828,0.0024680768,True
Oceania,,1829,0.003925336,True
Oceania,,1830,0.003633419,True
Oceania,,1831,0.0009199888,True
Oceania,,1832,0.0072489707,True
Oceania,,1833,0.0068814037,True
Oceania,,1834,0.008535616,True
Oceania,,1835,0.012397378,True
Oceania,,1836,0.0125861,True
Oceania,,1837,0.015921783,True
Oceania,,1838,0.01695348,True
Oceania,,1839,0.020810999,True
Oceania,,1840,0.0285632,True
Oceania,,1841,0.033472385,True
Oceania,,1842,0.03792042,True
Oceania,,1843,0.023136506,True
Oceania,,1844,0.021438023,True
Oceania,,1845,0.020441193,True
Oceania,,1846,0.035219725,True
Oceania,,1847,0.036333516,True
Oceania,,1848,0.03999662,True
Oceania,,1849,0.04198542,True
Oceania,,1850,0.05658072,True
Oceania,,1851,0.05592793,True
Oceania,,1852,0.054187104,True
Oceania,,1853,0.07533889,True
Oceania,,1854,0.087756604,True
Oceania,,1855,0.09957047,True
Oceania,,1856,0.13304174,True
Oceania,,1857,0.14190914,True
Oceania,,1858,0.14032105,True
Oceania,,1859,0.19287787,True
Oceania,,1860,0.22673167,True
Oceania,,1861,0.20993423,True
Oceania,,1862,0.28782222,True
Oceania,,1863,0.25788823,True
Oceania,,1864,0.31655836,True
Oceania,,1865,0.33397898,True
Oceania,,1866,0.4296602,True
Oceania,,1867,0.40700552,True
Oceania,,1868,0.49171588,True
Oceania,,1869,0.4598899,True
Oceania,,1870,0.42452982,True
Oceania,,1871,0.43425167,True
Oceania,,1872,0.483866,True
